triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Pinotepa Nacional', 'LOCATED_IN', 'Oaxaca');False;;False;
('Fengtian', 'OPENED_ON', '1913');False;;True;[('Fengtian railway station', 'inception', '1 May 1913'), ('Fengtian railway station', 'date of official opening', '1 May 1913')]
('Fengtian', 'LOCATED_IN', 'Hualien County');False;;True;"[('Fengtian railway station', 'description', 'railway staton in Shoufeng, Hualien County, Taiwan'), ('Fengtian railway station', 'LOCATED_IN', 'Taiwan'), ('Fengtian railway station', 'LOCATED_IN', 'Shoufeng'), ('Fengtian railway station', 'LOCATED_IN', 'Shoufeng'), ('Fengtian railway station', 'LOCATED_IN', 'Taiwan time'), ('Fengtian', 'LOCATED_IN', ""People's Republic of China""), ('Fengtian', 'LOCATED_IN', ""People's Republic of China""), ('Fengtian', 'LOCATED_IN', ""People's Republic of China""), ('Fengtian', 'LOCATED_IN', 'UTC+08:00'), ('Fengtian', 'LOCATED_IN', 'Anfu County'), ('Fengtian', 'LOCATED_IN', 'Anfu County')]"
('Fengtian', 'HAS_EVENT', 'Establishment of Fengtian Station');False;;True;[('Fengtian railway station', 'alternative label', 'Fengtian')]
('Jacques Houssin', 'BORN_ON', '19/09/1902');True;[('Jacques Houssin', 'BORN_ON', '19/09/1902')];True;[('Jacques Houssin', 'BORN_ON', '19/09/1902')]
('Jacques Houssin', 'DIED_ON', '08/05/1979');True;[('Jacques Houssin', 'DIED_ON', '08/05/1979')];True;[('Jacques Houssin', 'DIED_ON', '08/05/1979')]
('Jacques Houssin', 'PARTICIPATES_IN', '15 films liés à Jacques Houssin');False;;True;[('Jacques Houssin', 'HAS_PARENT', 'Jacques Houssin'), ('Jacques Houssin', 'father', 'Jacques Houssin'), ('Jacques Houssin', 'HAS_SURNAME', 'Houssin'), ('Jacques Houssin', 'family name', 'Houssin'), ('Jacques Houssin', 'given name', 'Jacques'), ('Jacques Houssin', 'name in native language', 'Jacques Houssin '), ('Jacques Houssin', 'HAS_FAMILY_MEMBER', 'Jacques Houssin'), ('Jacques Houssin', 'child', 'Jacques Houssin'), ('Jacques Houssin', 'label', 'Jacques Houssin')]
('Death of Jacques Houssin', 'OCCURS_ON', '08/05/1979');False;;True;[('Jacques Houssin', 'DIED_ON', '08/05/1979')]
"(""A-Square (Of Course): The Story of Michigan's Legendary A-Square Records"", 'HAS_ARTIST', 'A-Square')";False;;True;[('A-Square', 'label', 'A-Square')]
('Jeep Holland', 'CREATED', 'A-Square');False;;False;
"('Alec Palao', 'CREATED', ""A-Square (Of Course): The Story of Michigan's Legendary A-Square Records"")";False;;False;
('A-Square', 'HAS_MEMBER', 'Scott Richardson');False;;False;
('A-Square', 'HAS_MEMBER', 'John Sinclair');False;;False;
('A-Square', 'HAS_MEMBER', 'Dick Wagner');False;;False;
('A-Square', 'HAS_MEMBER', 'James Osterberg');False;;False;
"('A-Square', 'HAS_MEMBER', ""I'm So Glad"")";False;;False;
('A-Square', 'HAS_MEMBER', 'Get the Picture');False;;False;
('A-Square', 'HAS_MEMBER', 'Looking at You');False;;False;
('A-Square', 'HAS_MEMBER', 'Borderline');False;;False;
('A-Square', 'HAS_MEMBER', 'Window Song');False;;False;
('A-Square', 'HAS_MEMBER', 'Love to Love');False;;False;
('A-Square', 'HAS_MEMBER', 'Very Last Day');False;;False;
('A-Square', 'HAS_MEMBER', 'Listen My Girl');False;;False;
('A-Square', 'HAS_MEMBER', 'I Cannot Stop You');False;;False;
('A-Square', 'HAS_MEMBER', 'Easy Way Out');False;;False;
('A-Square', 'HAS_MEMBER', 'Mystery Man');False;;False;
"('A-Square', 'HAS_MEMBER', ""I'm a Man"")";False;;False;
('A-Square', 'HAS_MEMBER', 'Just Like an Aborigine');False;;False;
('A-Square', 'HAS_MEMBER', 'Get Down');False;;False;
('Treasury of the Order of St. John', 'HAS_BUILDING', 'Casa del Commun Tesoro');False;;False;
('Casa del Commun Tesoro', 'DESIGNED_BY', 'Girolamo Cassar');False;;False;
('Casa del Commun Tesoro', 'LOCATED_IN', 'Valletta');True;[('Casa del Commun Tesoro', 'LOCATED_IN', 'Valletta'), ('Casa del Commun Tesoro', 'LOCATED_IN', 'Valletta')];True;[('Casa del Commun Tesoro', 'LOCATED_IN', 'Malta'), ('Casa del Commun Tesoro', 'LOCATED_IN', 'Valletta'), ('Casa del Commun Tesoro', 'LOCATED_IN', 'Valletta'), ('Casa del Commun Tesoro', 'located in the administrative territorial entity', 'Valletta'), ('Casa del Commun Tesoro', 'description', 'building in Valletta, Malta')]
"(""Establishment of Malta's first post office"", 'OCCURRED_IN', 'Casa del Commun Tesoro')";False;;False;
('Transfer of Island Post Office', 'HELD_AT', 'Casa del Commun Tesoro');False;;False;
('Use of Casa del Commun Tesoro by British', 'HELD_AT', 'Casa del Commun Tesoro');False;;True;[('Casa del Commun Tesoro', 'Commons category', 'Casa del Commun Tesoro'), ('Casa del Commun Tesoro', 'label', 'Casa del Commun Tesoro')]
('Demolition of Conservatoria', 'HELD_AT', 'Valletta');False;;False;
('Casino Maltese', 'HAS_MEMBER', 'Casa del Commun Tesoro');False;;False;
('Project Blues: Saturday Suffering Fools', 'RELEASED_ON', '20/07/2009');True;[('Project Blues: Saturday Suffering Fools', 'RELEASED_ON', '2009')];True;[('Project Blues: Saturday Suffering Fools', 'RELEASED_ON', '2009'), ('Project Blues: Saturday Suffering Fools', 'publication date', '2009')]
('Diesel', 'CREATED', 'Project Blues: Saturday Suffering Fools');False;;False;
('Diesel', 'PARTICIPATES_IN', 'Hits and Blues Tour');False;;False;
('Hits and Blues Tour', 'HAS_MEMBER', 'Diesel');False;;False;
('Diesel', 'HAS_ORGANIZATION', 'Liberation Records');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Bernie Bremond');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Hank');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Mike Lizotte');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Brian Lizotte');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Lee Moloney');False;;False;
('Project Blues: Saturday Suffering Fools', 'HAS_MEMBER', 'Richie Vez');False;;False;
('Blayney West Macquarie', 'LOCATED_IN', 'Blayney');True;[('Blayney', 'LOCATED_IN', 'Blayney Shire'), ('Blayney', 'LOCATED_IN', 'Blayney Shire')];True;[('Blayney West Macquarie', 'label', 'Blayney West Macquarie'), ('Blayney', 'LOCATED_IN', 'Australia'), ('Blayney', 'LOCATED_IN', 'New South Wales'), ('Blayney', 'LOCATED_IN', 'New South Wales'), ('Blayney', 'LOCATED_IN', 'Blayney Shire'), ('Blayney', 'LOCATED_IN', 'Blayney Shire'), ('Blayney', 'located in the administrative territorial entity', 'Blayney Shire'), ('Blayney', 'LOCATED_IN', 'Lindsay'), ('Blayney', 'LOCATED_IN', 'Lindsay'), ('Blayney', 'capital of', 'Blayney Shire')]
('Blayney', 'LOCATED_IN', 'New South Wales');True;[('Blayney', 'LOCATED_IN', 'New South Wales'), ('Blayney', 'LOCATED_IN', 'New South Wales')];True;[('Blayney', 'LOCATED_IN', 'Australia'), ('Blayney', 'LOCATED_IN', 'New South Wales'), ('Blayney', 'LOCATED_IN', 'New South Wales'), ('Blayney', 'located in the administrative territorial entity', 'New South Wales'), ('Blayney', 'LOCATED_IN', 'Blayney Shire'), ('Blayney', 'LOCATED_IN', 'Blayney Shire'), ('Blayney', 'LOCATED_IN', 'Lindsay'), ('Blayney', 'LOCATED_IN', 'Lindsay'), ('Blayney', 'instance of', 'local government area of New South Wales')]
('New South Wales', 'LOCATED_IN', 'Australia');False;;False;
('Casimir Christoph Schmidel', 'BORN_ON', '21/11/1718');True;[('Casimir Christoph Schmidel', 'BORN_ON', '21/11/1718')];True;[('Casimir Christoph Schmidel', 'BORN_ON', '21/11/1718')]
('Casimir Christoph Schmidel', 'DIED_ON', '18/12/1792');True;[('Casimir Christoph Schmidel', 'DIED_ON', '18/12/1792')];True;[('Casimir Christoph Schmidel', 'DIED_ON', '18/12/1792')]
('Casimir Christoph Schmidel', 'BORN_IN', 'Bayreuth, Germany');True;[('Casimir Christoph Schmidel', 'BORN_IN', 'Bayreuth')];True;[('Casimir Christoph Schmidel', 'BORN_IN', 'Bayreuth'), ('Casimir Christoph Schmidel', 'place of birth', 'Bayreuth'), ('Casimir Christoph Schmidel', 'HAS_NATIONALITY', 'German'), ('Casimir Christoph Schmidel', 'country of citizenship', 'Germany')]
('Casimir Christoph Schmidel', 'DIED_IN', 'Ansbach, Germany');True;[('Casimir Christoph Schmidel', 'DIED_IN', 'Ansbach')];True;[('Casimir Christoph Schmidel', 'DIED_IN', 'Ansbach'), ('Casimir Christoph Schmidel', 'place of death', 'Ansbach'), ('Casimir Christoph Schmidel', 'HAS_NATIONALITY', 'German'), ('Casimir Christoph Schmidel', 'country of citizenship', 'Germany')]
('Casimir Christoph Schmidel', 'HAS_GENUS', 'Penstemon');False;;False;
('Casimir Christoph Schmidel', 'HAS_GENUS', 'Proboscidea');False;;False;
('Casimir Christoph Schmidel', 'HAS_GENUS', 'Thelypteris');False;;False;
('Casimir Christoph Schmidel', 'DESCRIBED_AS', 'Dilsea carnosa');False;;False;
('Lluxita', 'LOCATED_IN', 'Potosí Department');True;[('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department')];True;[('Lluxita', 'description', 'mountain in the Potosí Department, Bolivia'), ('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'located in the administrative territorial entity', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'description', 'mountain in the Potosí Department, Bolivia'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'located in the administrative territorial entity', 'Potosí Department')]
('Lluxita', 'LOCATED_IN', 'Chayanta Province');False;;True;[('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department')]
('Lluxita', 'LOCATED_IN', 'Ocurí Municipality');False;;True;[('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Bolivia'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'LOCATED_IN', 'La Paz Department'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Cochabamba Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department'), ('Lluxita', 'LOCATED_IN', 'Potosí Department')]
"('Lluxita', 'LOCATED_NEAR', ""Ch'aki Mayu"")";False;;False;
('Number-one songs of 2016 in Mexico', 'OCCURS_IN', '2016');False;;True;[('list of number-one hits of 2016 in Mexico', 'label', 'list of number-one hits of 2016 in Mexico')]
('Number-one songs of 2016 in Mexico', 'HAS_ORGANIZER', 'Monitor Latino');False;;False;
('Number-one songs of 2016 in Mexico', 'HAS_ORGANIZER', 'AMPROFON');False;;False;
('Nahor', 'HAS_CHILD', 'Terah');True;[('Nahor', 'child', 'Terah')];True;[('Nahor', 'HAS_FAMILY_MEMBER', 'Terah'), ('Nahor', 'child', 'Terah'), ('Nahor', 'HAS_PARENT', 'Terah'), ('Nahor', 'father', 'Terah'), ('Nahor', 'child', 'Bethuel'), ('Nahor', 'child', 'Kemuel'), ('Nahor', 'child', 'Tebah'), ('Nahor', 'child', 'Uz'), ('Nahor', 'child', 'Buz'), ('Nahor', 'child', 'Chesed'), ('Nahor', 'child', 'Hazo'), ('Nahor', 'child', 'Pildash'), ('Nahor', 'child', 'Gaham'), ('Nahor', 'child', 'Jidlaph'), ('Nahor', 'child', 'Maacah'), ('Nahor', 'child', 'Tahash')]
('Nahor', 'HAS_GRANDCHILD', 'Abraham');False;;True;[('Nahor', 'child', 'Terah'), ('Nahor', 'child', 'Bethuel'), ('Nahor', 'child', 'Kemuel'), ('Nahor', 'child', 'Tebah'), ('Nahor', 'child', 'Uz'), ('Nahor', 'child', 'Buz'), ('Nahor', 'child', 'Chesed'), ('Nahor', 'child', 'Hazo'), ('Nahor', 'child', 'Pildash'), ('Nahor', 'child', 'Gaham'), ('Nahor', 'child', 'Jidlaph'), ('Nahor', 'child', 'Maacah'), ('Nahor', 'child', 'Tahash'), ('Nahor', 'HAS_FAMILY_MEMBER', 'Abraham'), ('Nahor', 'sibling', 'Abraham')]
('Nahor', 'HAS_GRANDCHILD', 'Sarah');False;;True;[('Nahor', 'child', 'Terah'), ('Nahor', 'child', 'Bethuel'), ('Nahor', 'child', 'Kemuel'), ('Nahor', 'child', 'Tebah'), ('Nahor', 'child', 'Uz'), ('Nahor', 'child', 'Buz'), ('Nahor', 'child', 'Chesed'), ('Nahor', 'child', 'Hazo'), ('Nahor', 'child', 'Pildash'), ('Nahor', 'child', 'Gaham'), ('Nahor', 'child', 'Jidlaph'), ('Nahor', 'child', 'Maacah'), ('Nahor', 'child', 'Tahash')]
('Nahor', 'HAS_GRANDCHILD', 'Nahor II');False;;True;[('Nahor', 'different from', 'Nahor'), ('Nahor', 'child', 'Terah'), ('Nahor', 'label', 'Nahor'), ('Nahor', 'child', 'Bethuel'), ('Nahor', 'child', 'Kemuel'), ('Nahor', 'child', 'Tebah'), ('Nahor', 'child', 'Uz'), ('Nahor', 'child', 'Buz'), ('Nahor', 'child', 'Chesed'), ('Nahor', 'child', 'Hazo'), ('Nahor', 'child', 'Pildash'), ('Nahor', 'child', 'Gaham'), ('Nahor', 'child', 'Jidlaph'), ('Nahor', 'child', 'Maacah'), ('Nahor', 'child', 'Tahash')]
('Nahor', 'HAS_GRANDCHILD', 'Haran');False;;True;[('Nahor', 'child', 'Terah'), ('Nahor', 'child', 'Bethuel'), ('Nahor', 'child', 'Kemuel'), ('Nahor', 'child', 'Tebah'), ('Nahor', 'child', 'Uz'), ('Nahor', 'child', 'Buz'), ('Nahor', 'child', 'Chesed'), ('Nahor', 'child', 'Hazo'), ('Nahor', 'child', 'Pildash'), ('Nahor', 'child', 'Gaham'), ('Nahor', 'child', 'Jidlaph'), ('Nahor', 'child', 'Maacah'), ('Nahor', 'child', 'Tahash'), ('Nahor', 'HAS_FAMILY_MEMBER', 'Haran'), ('Nahor', 'sibling', 'Haran')]
('Nahor', 'OCCURS_IN', 'Lifespan of Nahor');False;;True;[('Nahor', 'different from', 'Nahor'), ('Nahor', 'label', 'Nahor')]
('Nahor', 'HAS_AGE_AT_BIRTH', 'None');False;;False;
('Kyiv Naval Political College', 'HAS_ESTABLISHMENT_DATE', 'Closure of Kyiv Naval Political College');False;;True;[('Kyiv Naval Political College', 'label', 'Kyiv Naval Political College')]
('Closure of Kyiv Naval Political College', 'OCCURS_IN', 'Building of Kyiv Naval Political College');False;;True;[('Kyiv Naval Political College', 'label', 'Kyiv Naval Political College')]
('Kyiv Naval Political College', 'HAS_QUOTE', 'None');False;;False;
('Kyiv Naval Political College', 'HAS_QUOTE', 'None');False;;False;
('Kyiv Naval Political College', 'HAS_HISTORY', 'Kyiv Naval Political School');False;;True;[('Kyiv Naval Political College', 'label', 'Kyiv Naval Political College')]
('Screaming Jets', 'DIRECTED_BY', 'World War I');False;;True;[('Screaming Jets', 'DIRECTED_BY', 'Jack Olsen'), ('Screaming Jets', 'DIRECTED_BY', 'Jack Olsen')]
('Screaming Jets', 'PRODUCED_BY', 'National Film Board of Canada');True;[('Screaming Jets', 'PRODUCED_BY', 'National Film Board of Canada'), ('Screaming Jets', 'PRODUCED_BY', 'National Film Board of Canada')];True;[('Screaming Jets', 'PRODUCED_BY', 'National Film Board of Canada'), ('Screaming Jets', 'production company', 'National Film Board of Canada'), ('Screaming Jets', 'PRODUCED_BY', 'Sydney Newman'), ('Screaming Jets', 'ORIGINATES_FROM', 'Canada'), ('Screaming Jets', 'country of origin', 'Canada'), ('Screaming Jets', 'instance of', 'film'), ('Screaming Jets', 'instance of', 'film'), ('Screaming Jets', 'PRODUCED_BY', 'Sydney Newman'), ('Screaming Jets', 'PRODUCED_BY', 'National Film Board of Canada'), ('Screaming Jets', 'production company', 'National Film Board of Canada'), ('Screaming Jets', 'ORIGINATES_FROM', 'Canada'), ('Screaming Jets', 'country of origin', 'Canada')]
('Screaming Jets', 'HAS_CATEGORY', 'Canada Carries On');False;;True;[('Screaming Jets', 'ORIGINATES_FROM', 'Canada'), ('Screaming Jets', 'country of origin', 'Canada'), ('Screaming Jets', 'ORIGINATES_FROM', 'Canada'), ('Screaming Jets', 'country of origin', 'Canada')]
('Screaming Jets', 'SET_IN', 'Avions à réaction');False;;True;[('Screaming Jets', 'alternative label', 'Avions à réaction'), ('Screaming Jets', 'alternative label', 'Avions à réaction')]
('Kathryn Aalto', 'LIVES_IN', 'Exeter');False;;False;
('Kathryn Aalto', 'BORN_IN', 'Escalon, California');False;;False;
('Kathryn Aalto', 'HAS_OCCUPATION', 'Occupation');False;;True;[('Kathryn Aalto', 'HAS_OCCUPATION', 'writer'), ('Kathryn Aalto', 'occupation', 'writer')]
('The Indian Mountain Site', 'IS_PART_OF', 'Lyons');False;;False;
('The Indian Mountain Site', 'IS_PART_OF', 'Colorado');False;;False;
('Colorado', 'HAS_BUILDING', 'Buildings and structures in Boulder County');False;;False;
('Frank Manly Thorn', 'BORN_ON', '22/07/2012');False;;True;[('Frank Manly Thorn', 'BORN_ON', '07/12/1836')]
('Frank Manly Thorn', 'DIED_ON', 'Miami');False;;True;[('Frank Manly Thorn', 'DIED_ON', '17/04/1907')]
('Una Himachal railway station', 'LOCATED_AT', 'Una City');False;;False;
('Una-Hamirpur Highway', 'CONNECTS', 'Una Himachal railway station');False;;False;
('Una City', 'HAS_RAILWAY_STATION', 'Una Himachal railway station');False;;False;
('Una district', 'HAS_LOCATION', 'Una City');False;;False;
('Railway stations in India', 'OCCURS_IN', 'India');False;;False;
('Giulio Regeni', 'BORN_ON', '25/01/2016');False;;True;[('murder of Giulio Regeni', 'OCCURS_ON', '25/01/2016'), ('murder of Giulio Regeni', 'number of deaths', '1'), ('murder of Giulio Regeni', 'number of injured', '0')]
('Giulio Regeni', 'DIED_ON', '25/01/2016');False;;True;[('murder of Giulio Regeni', 'OCCURS_ON', '25/01/2016'), ('murder of Giulio Regeni', 'number of deaths', '1'), ('murder of Giulio Regeni', 'number of injured', '0')]
('Giulio Regeni', 'STUDIED_AT', 'Oxford Analytica');False;;False;
('Giulio Regeni', 'LIVES_IN', 'Fiumicello Villa Vicentina');False;;False;
('Giulio Regeni', 'PARTICIPATES_IN', 'Abduction and Torture of Giulio Regeni');False;;True;[('murder of Giulio Regeni', 'victim(s)', 'Giulio Regeni'), ('murder of Giulio Regeni', 'Commons category', 'Murder of Giulio Regeni'), ('murder of Giulio Regeni', 'alternative label', 'killing of Giulio Regeni'), ('murder of Giulio Regeni', 'label', 'murder of Giulio Regeni'), ('Giulio Regeni', 'label', 'Giulio Regeni'), ('Giulio Regeni', 'cause of death', 'torture'), ('Giulio Regeni', 'given name', 'Giulio'), ('Giulio Regeni', 'significant event', 'murder of Giulio Regeni'), ('Giulio Regeni', 'PARTICIPATED_IN', 'murder of Giulio Regeni'), ('Giulio Regeni', 'participant in', 'murder of Giulio Regeni')]
('Amendment 44', 'OCCURS_IN', 'Colorado');False;;False;
('Constitution of Colorado', 'HAS_EVENT', 'Amendment 44');False;;False;
('Kellyn Taylor', 'BORN_ON', '22/07/1986');True;[('Kellyn Taylor', 'BORN_ON', '22/07/1986')];True;[('Kellyn Taylor', 'BORN_ON', '22/07/1986')]
('Kellyn Taylor', 'PARTICIPATES_IN', '2015 Pan American Games');False;;True;"[('Kellyn Taylor', 'HAS_NATIONALITY', 'American'), ('Kellyn Taylor', 'PARTICIPATED_IN', ""athletics at the 2015 Pan American Games – women's 5000 metres""), ('Kellyn Taylor', 'participant in', ""athletics at the 2015 Pan American Games – women's 5000 metres"")]"
('Kellyn Taylor', 'HAS_AWARD', 'Pan American Games bronze medal');False;;True;[('Kellyn Taylor', 'HAS_NATIONALITY', 'American')]
('Fie', 'HAS_ABBREVIATION', 'None');False;;False;
('None', 'IS_A_TYPE_OF', 'FEI');False;;False;
('None', 'IS_A_TYPE_OF', 'Fi');False;;True;[('None', 'HAS_WEBSITE', 'official website'), ('None', 'official website', 'official website')]
('None', 'IS_A_TYPE_OF', 'Fle');False;;False;
('None', 'IS_A_TYPE_OF', 'F1e');False;;False;
('Eeva Park', 'BORN_ON', '09/09/1950');True;[('Eeva Park', 'BORN_ON', '09/09/1950')];True;[('Eeva Park', 'BORN_ON', '09/09/1950')]
('Eeva Park', 'BORN_IN', 'Tallinn');True;[('Eeva Park', 'BORN_IN', 'Tallinn')];True;[('Eeva Park', 'BORN_IN', 'Tallinn'), ('Eeva Park', 'place of birth', 'Tallinn')]
('Eeva Park', 'HAS_OCCUPATION', 'Author');False;;True;[('Eeva Park', 'HAS_OCCUPATION', 'writer'), ('Eeva Park', 'occupation', 'writer'), ('Eeva Park', 'HAS_OCCUPATION', 'poet'), ('Eeva Park', 'occupation', 'poet')]
('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Brazil');False;;True;[('Nathan Athaydes Campos Ferreira', 'country for sport', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'HAS_NATIONALITY', 'Brazilian'), ('Nathan Athaydes Campos Ferreira', 'country of citizenship', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'description', 'Brazilian association football player'), ('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'HAS_NATIONALITY', 'Brazilian'), ('Nathan Athaydes Campos Ferreira', 'country of citizenship', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'country for sport', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'description', 'Brazilian association football player')]
('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre');True;[('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre')];True;[('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'place of birth', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'BORN_IN', 'Porto Alegre'), ('Nathan Athaydes Campos Ferreira', 'place of birth', 'Porto Alegre')]
('Nathan Athaydes Campos Ferreira', 'PLAYS_FOR', 'Brazil');False;;True;[('Nathan Athaydes Campos Ferreira', 'country for sport', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'HAS_NATIONALITY', 'Brazilian'), ('Nathan Athaydes Campos Ferreira', 'country of citizenship', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'PLAYS_FOR', 'Associação Atlética Ponte Preta'), ('Nathan Athaydes Campos Ferreira', 'description', 'Brazilian association football player'), ('Nathan Athaydes Campos Ferreira', 'HAS_NATIONALITY', 'Brazilian'), ('Nathan Athaydes Campos Ferreira', 'country of citizenship', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'PLAYS_FOR', 'Associação Atlética Ponte Preta'), ('Nathan Athaydes Campos Ferreira', 'country for sport', 'Brazil'), ('Nathan Athaydes Campos Ferreira', 'description', 'Brazilian association football player')]
('Cat Herders', 'FEATURES_IN', 'Electronic Data Systems');False;;False;
('Cat Herders', 'FEATURES_IN', 'Super Bowl XXXIV');False;;False;
('Cat Herders', 'HAS_RELATIONSHIP_WITH', 'Herding Cats');False;;False;
('Bill Clinton', 'HAS_RELATIONSHIP_WITH', 'Cat Herders');False;;False;
('Laurynas Beliauskas', 'BORN_ON', '03/05/1997');False;;True;[('Laurynas Beliauskas', 'BORN_ON', '02/03/1997')]
('Laurynas Beliauskas', 'PLAYS_FOR', 'Stal Ostrów Wielkopolski');False;;True;[('Laurynas Beliauskas', 'PLAYS_FOR', 'BC Neptūnas')]
('Laurynas Beliauskas', 'HAS_NATIONALITY', 'Poland');False;;True;[('Laurynas Beliauskas', 'HAS_NATIONALITY', 'Lithuanian')]
('U-3044', 'ORDERED_ON', '06/11/1943');False;;False;
('U-3044', 'LAID_DOWN_ON', '21/12/1944');False;;False;
('U-3044', 'LAUNCHED_ON', '01/03/1945');False;;False;
('U-3044', 'COMMISSIONED_ON', '27/03/1945');False;;False;
('U-3044', 'HAS_LOCATION', 'Bremen');False;;False;
('U-3044', 'PARTICIPATES_IN', 'World War II');False;;False;
('U-3044', 'HAS_ORGANIZATION', 'Kriegsmarine');False;;True;[('U-3044', 'OPERATED_BY', 'Kriegsmarine'), ('U-3044', 'operator', 'Kriegsmarine')]
('U-3044', 'HAS_EVENT', 'Operation Regenbogen');False;;False;
('Gonionota rhacina', 'DESCRIBED_BY', 'Lord Walsingham');False;;False;
('Gonionota rhacina', 'HAS_GENUS', 'Gonionota');False;;True;[('Gonionota rhacina', 'IS_SPECIES_OF', 'Gonionota'), ('Gonionota rhacina', 'parent taxon', 'Gonionota'), ('Gonionota rhacina', 'taxon name', 'Gonionota rhacina'), ('Gonionota rhacina', 'label', 'Gonionota rhacina')]
('Gonionota rhacina', 'OCCURS_IN', 'Guatemala');False;;False;
('Gonionota rhacina', 'HAS_DATE', '1912');False;;False;
('Highlands Farm Pit', 'LOCATED_IN', 'Henley-on-Thames');False;;True;[('Highlands Farm Pit', 'LOCATED_IN', 'United Kingdom')]
('Highlands Farm Pit', 'HAS_FEATURE', 'River Thames');False;;False;
('Highlands Farm Pit', 'OCCURRED_IN', '4500');False;;False;
('Highlands Farm Pit', 'HAS_TYPE', 'Anglian ice age');False;;False;
('Highlands Farm Pit', 'HAS_TYPE', 'Black Park Terrace');False;;False;
('Zachary Mooradian Furness', 'HAS_OCCUPATION', 'One Less Car');False;;False;
('Zachary Mooradian Furness', 'PARTICIPATES_IN', 'The NFL: Critical and Cultural Perspectives in Sport in American Society');False;;False;
('Zachary Mooradian Furness', 'PARTICIPATES_IN', 'Punkademics');False;;False;
('Zachary Mooradian Furness', 'PARTICIPATES_IN', 'Chain Reaction: Urban Politics in the Age of the Bicycle');False;;False;
('Zachary Mooradian Furness', 'PARTICIPATES_IN', 'Top 10 book of 2012 in urban planning');False;;False;
('William H. Huntington', 'BORN_ON', '1848');True;[('William H. Huntington', 'BORN_ON', '1848')];True;[('William H. Huntington', 'BORN_ON', '1848'), ('William H. Huntington', 'date of birth', '1848')]
